var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
relative_humidity,-0.03921097989516144,-0.048907571004390735,-0.029514388785932145,6,120,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.008711810704,0.10796335190306397,0.8267490273836933
temperature_2m,-0.0675454670241348,-0.08066213622989031,-0.054428797818379296,6,120,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.008711810704,0.10796335190306397,0.8267490273836933
wind_abs,0.04379079330968187,0.033814715785593495,0.05376687083377025,6,120,ConcentrationMax,ndvi,Forest mixed,PM10,-1357.008711810704,0.10796335190306397,0.8267490273836933
green,-0.009746555652709316,-0.0332024680929171,0.01370935678749847,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
totEmission,-0.0014949457418343226,-0.032585595947292066,0.02959570446362342,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
total_precipitation,-0.016669408957493543,-0.03132941724288537,-0.0020094006721017143,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
relative_humidity,-0.011281907199538251,-0.030197659167623115,0.0076338447685466125,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
temperature_2m,-0.07758563040106885,-0.09797435655458749,-0.05719690424755021,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
wind_abs,0.05673861109960305,0.040598044995946984,0.07287917720325912,6,120,ConcentrationMax,ndvi,Forest mixed,PM25,35.6622874936329,0.09318106604370965,0.8778736243926274
green,0.008951438025493972,0.0017829861832437807,0.016119889867744163,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
totEmission,-0.004320808044143889,-0.011590394805883626,0.002948778717595848,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
total_precipitation,0.023909344631554953,0.01850761414502155,0.029311075118088357,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
relative_humidity,-0.07353258656609571,-0.07968390382193415,-0.06738126931025727,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
temperature_2m,0.001135757650504035,-0.006124529547601329,0.008396044848609398,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
wind_abs,-0.002185441437826599,-0.008023975262835535,0.003653092387182337,6,120,ConcentrationMax,ndvi,Forest mixed,O3,-9404.043957638198,0.18900436137469093,0.6874435787185249
green,-0.015543742058169463,-0.039540858491835064,0.008453374375496139,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
totEmission,0.015238640228115607,-0.006533718690884777,0.03701099914711599,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
total_precipitation,-0.035926163137465675,-0.04922344529493157,-0.022628880979999783,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
relative_humidity,-0.05786556550353167,-0.08389332077375193,-0.031837810233311406,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
temperature_2m,-0.04865822661286155,-0.07326346819302758,-0.02405298503269553,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
wind_abs,-0.05262856935414986,-0.07045759594914847,-0.03479954275915126,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-956.3675809138513,0.05914363927146113,0.8709553047266883
green,-0.012363650400738628,-0.03678920427874594,0.012061903477268687,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
totEmission,0.0037014122849246514,-0.011350077480939982,0.018752902050789284,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
total_precipitation,-0.04077098025858608,-0.0583308664400292,-0.023211094077142957,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
relative_humidity,0.016800922321520494,-0.016313338906126587,0.049915183549167574,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
temperature_2m,0.04571471189101444,0.01716290938263783,0.07426651439939105,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
wind_abs,-0.04657198986699603,-0.06678386252546262,-0.02636011720852945,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-449.90491453016875,0.0591152796019932,0.6927180485035536
green,0.06544747469683823,0.015609061934291409,0.11528588745938506,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
totEmission,0.0028414741742899706,-0.025993024129142197,0.031675972477722136,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
total_precipitation,-0.12966572638290716,-0.16322169732468605,-0.09610975544112828,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
relative_humidity,0.16471706379347584,0.10126821195952362,0.22816591562742805,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
temperature_2m,-0.024144817759217934,-0.0804024619851931,0.03211282646675723,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
wind_abs,-0.07647954290854697,-0.12172654474159941,-0.031232541075494537,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,538.7209172334406,0.13413192879438562,0.7127291532052115
green,0.015449775672641488,0.005318340414188516,0.02558121093109446,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
totEmission,-0.017992133685955956,-0.02764228040410227,-0.008341986967809639,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
total_precipitation,0.016261733508604805,0.009737728645997062,0.022785738371212547,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
relative_humidity,-0.0728735813942179,-0.08591080264757354,-0.059836360140862264,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
temperature_2m,-0.0014840266599556833,-0.012908590634397513,0.009940537314486146,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
wind_abs,0.012419660801065558,0.00429324617473097,0.020546075427400147,6,120,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6807.030187377177,0.1461323666256376,0.7335714652429981
green,-0.024748254790502508,-0.05807005347817358,0.008573543897168565,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
totEmission,0.004044384521276043,-0.03997475553763509,0.04806352458018717,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
total_precipitation,-0.019924085749159083,-0.042985805496258085,0.003137633997939919,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
relative_humidity,-0.09867419472453633,-0.12623190421323252,-0.07111648523584012,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
temperature_2m,-0.11705476075180618,-0.15480659533766358,-0.07930292616594878,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
wind_abs,-0.06510533742956093,-0.09399509832738484,-0.03621557653173702,6,120,ConcentrationMax,ndvi,Forest coniferous,NO2,-575.7801622670158,0.14850569366972946,0.8938821840987013
green,0.0673278657571487,0.025102524824659224,0.1095532066896382,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
totEmission,0.008072278987010942,-0.042005650393187426,0.058150208367209306,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
total_precipitation,-0.0474767578445168,-0.08105447814760675,-0.013899037541426844,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
relative_humidity,-0.13318115263073416,-0.17798255667182078,-0.08837974858964753,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
temperature_2m,0.02937734639488294,-0.016634469203185776,0.07538916199295166,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
wind_abs,-0.010389881002075168,-0.047570326070784846,0.026790564066634506,6,120,ConcentrationMax,ndvi,Forest coniferous,PM10,384.10606404965256,0.1675179950644285,0.7350182688759477
green,0.0868125569549145,-0.011149575045262608,0.18477468895509158,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
totEmission,-0.0710826794451109,-0.19374386289957451,0.05157850400935271,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
total_precipitation,-0.058816378839428154,-0.13448040387059101,0.01684764619173469,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
relative_humidity,-0.1117800256842117,-0.21086571281352168,-0.012694338554901749,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
temperature_2m,-0.001583136895193417,-0.10717174998153856,0.10400547619115172,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
wind_abs,-0.13209060366899114,-0.20706892786641323,-0.057112279471569036,6,120,ConcentrationMax,ndvi,Forest coniferous,PM25,726.2207374650834,0.14961614124702288,0.7761827020876783
green,-0.007997708347184555,-0.029027414370757645,0.013031997676388535,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
totEmission,-0.023562938944372495,-0.05057947886715751,0.0034536009784125223,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
total_precipitation,0.016878352371475808,0.001748756821171895,0.03200794792177972,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
relative_humidity,-0.09045607308014192,-0.1136544927471289,-0.06725765341315494,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
temperature_2m,0.03232711894721311,0.007145555669383699,0.05750868222504252,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
wind_abs,-0.019380097489703815,-0.04246314856823025,0.003702953588822621,6,120,ConcentrationMax,ndvi,Forest coniferous,O3,-1050.2005992575394,0.3261050280140687,0.7355712941429663
green,-0.014713431143147637,-0.05858448089293977,0.029157618606644495,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
totEmission,0.02326195541870678,-0.012880011182701878,0.059403922020115435,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
total_precipitation,0.06141220098135606,0.03030467908450186,0.09251972287821025,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
relative_humidity,-0.17289947932728694,-0.22798198764392266,-0.11781697101065122,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
temperature_2m,-0.10065283326450342,-0.15575773752433422,-0.045547929004672603,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
wind_abs,-0.010744023819229636,-0.04711291271118953,0.025624865072730263,6,120,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.8062212016398,0.20213678790115755,0.8794723597276749
green,-0.02748444247527494,-0.10931961204639723,0.054350727095847345,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
totEmission,-0.034007609700035864,-0.1080120729769882,0.03999685357691648,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
total_precipitation,-0.041374232027815476,-0.13458966586191556,0.05184120180628462,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
relative_humidity,-0.17682844454717603,-0.29712976140087627,-0.0565271276934758,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
temperature_2m,0.007158781526141549,-0.08034633504548672,0.09466389809776982,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
wind_abs,-0.01876082643881914,-0.07013203855417927,0.03261038567654098,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM10,88.44615690487876,0.32249630365787574,0.7168698721052853
green,-0.030113556389689024,-0.09470669881076771,0.034479586031389654,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
totEmission,-0.041538228846433885,-0.11471519972664476,0.031638742033776986,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
total_precipitation,0.03307931540548152,-0.027865097559178847,0.09402372837014189,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
relative_humidity,-0.1898017114748556,-0.2779225019545182,-0.10168092099519302,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
temperature_2m,0.022607644460556495,-0.04939290022386833,0.09460818914498131,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
wind_abs,0.007025999889298527,-0.040959054406683716,0.055011054185280774,6,120,ConcentrationMax,ndvi,Savanna/grassland,PM25,215.47298840589315,0.2666823691811262,0.6431774684485734
green,-0.011131521908150093,-0.0244875792817332,0.002224535465433013,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
totEmission,-0.0038062236913089208,-0.01612483079179304,0.008512383409175199,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
total_precipitation,0.024622246150104606,0.013678249901750013,0.0355662423984592,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
relative_humidity,-0.10037953894105557,-0.11713419177011516,-0.08362488611199598,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
temperature_2m,0.014616595464194568,4.6491080956202746e-4,0.028768280118827108,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
wind_abs,0.010224574419148525,-0.0014251530918071003,0.021874301930104152,6,120,ConcentrationMax,ndvi,Savanna/grassland,O3,-2624.6697607476704,0.3618292120860349,0.7334436359011122
green,-0.0020107209128666353,-0.006821544656615993,0.0028001028308827225,6,250,ConcentrationMean,treePerc,Forest mixed,NO2,-7958.285615066379,0.05114725675837863,0.9288388404175952
totEmission,0.04216814902123485,0.03205338076193747,0.05228291728053223,6,250,ConcentrationMean,treePerc,Forest mixed,NO2,-7958.285615066379,0.05114725675837863,0.9288388404175952
total_precipitation,-0.03202864253280209,-0.038502500424226815,-0.025554784641377365,6,250,ConcentrationMean,treePerc,Forest mixed,NO2,-7958.285615066379,0.05114725675837863,0.9288388404175952
