green,totEmission,surface_pressure,wind_abs,total_precipitation,relative_humidity,temperature_2m,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant
0.1579401643876664,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10
0.15843502951542235,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25
0.1668776093818696,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3
0.1556135179911013,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,30,ConcentrationMean,ndvi,Forest mixed,NO2
0.15029256410231806,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,30,ConcentrationMean,ndvi,Forest mixed,PM10
0.15678178561445355,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,30,ConcentrationMean,ndvi,Forest mixed,PM25
0.14785412210865922,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,30,ConcentrationMean,ndvi,Forest mixed,O3
0.13277960543307665,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2
0.13526593281304466,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10
0.14661773458508198,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25
0.13477194506585566,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3
0.15528857490679843,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,30,ConcentrationMean,ndvi,Forest coniferous,NO2
0.15324593526617908,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,30,ConcentrationMean,ndvi,Forest coniferous,PM10
0.15392628353016902,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,30,ConcentrationMean,ndvi,Forest coniferous,PM25
0.15570873745406927,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,30,ConcentrationMean,ndvi,Forest coniferous,O3
0.16807918591968674,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,30,ConcentrationMean,ndvi,Savanna/grassland,NO2
0.14986928624793577,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,30,ConcentrationMean,ndvi,Savanna/grassland,PM10
0.15526736903065086,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,30,ConcentrationMean,ndvi,Savanna/grassland,PM25
0.16067465564585548,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,30,ConcentrationMean,ndvi,Savanna/grassland,O3
0.1556135179911013,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,30,ConcentrationMax,ndvi,Forest mixed,NO2
0.15029256410231806,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,30,ConcentrationMax,ndvi,Forest mixed,PM10
0.15678178561445355,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,30,ConcentrationMax,ndvi,Forest mixed,PM25
0.14785412210865922,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,30,ConcentrationMax,ndvi,Forest mixed,O3
0.13277960543307665,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,30,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2
0.13526593281304466,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,30,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10
0.14661773458508198,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,30,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25
0.13477194506585566,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,30,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3
0.15528857490679843,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,30,ConcentrationMax,ndvi,Forest coniferous,NO2
0.15324593526617908,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,30,ConcentrationMax,ndvi,Forest coniferous,PM10
0.15392628353016902,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,30,ConcentrationMax,ndvi,Forest coniferous,PM25
0.15570873745406927,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,30,ConcentrationMax,ndvi,Forest coniferous,O3
0.16807918591968674,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,30,ConcentrationMax,ndvi,Savanna/grassland,NO2
0.14986928624793577,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,30,ConcentrationMax,ndvi,Savanna/grassland,PM10
0.15526736903065086,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,30,ConcentrationMax,ndvi,Savanna/grassland,PM25
0.16067465564585548,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,30,ConcentrationMax,ndvi,Savanna/grassland,O3
0.14287125338177822,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,60,ConcentrationMean,ndvi,Forest mixed,NO2
0.13771198751775707,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,60,ConcentrationMean,ndvi,Forest mixed,PM10
0.1443810971408715,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,60,ConcentrationMean,ndvi,Forest mixed,PM25
0.1371593136150972,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,60,ConcentrationMean,ndvi,Forest mixed,O3
0.12533668376442367,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,60,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2
0.12842312778823603,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,60,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10
0.13829785008269452,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,60,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25
0.12807347315604437,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,60,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3
0.15027307751121363,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,60,ConcentrationMean,ndvi,Forest coniferous,NO2
0.14613861993828778,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,60,ConcentrationMean,ndvi,Forest coniferous,PM10
0.15392929331969724,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,60,ConcentrationMean,ndvi,Forest coniferous,PM25
0.14913499891089838,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,60,ConcentrationMean,ndvi,Forest coniferous,O3
0.15636999150262137,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,60,ConcentrationMean,ndvi,Savanna/grassland,NO2
0.13928206864392076,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,60,ConcentrationMean,ndvi,Savanna/grassland,PM10
0.1426116808849473,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,60,ConcentrationMean,ndvi,Savanna/grassland,PM25
0.1498456965530125,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,60,ConcentrationMean,ndvi,Savanna/grassland,O3
0.14287125338177822,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,60,ConcentrationMax,ndvi,Forest mixed,NO2
0.13771198751775707,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,60,ConcentrationMax,ndvi,Forest mixed,PM10
0.1443810971408715,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,60,ConcentrationMax,ndvi,Forest mixed,PM25
0.1371593136150972,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,60,ConcentrationMax,ndvi,Forest mixed,O3
0.12533668376442367,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,60,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2
0.12842312778823603,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,60,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10
0.13829785008269452,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,60,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25
0.12807347315604437,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,60,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3
0.15027307751121363,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,60,ConcentrationMax,ndvi,Forest coniferous,NO2
0.14613861993828778,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,60,ConcentrationMax,ndvi,Forest coniferous,PM10
0.15392929331969724,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,60,ConcentrationMax,ndvi,Forest coniferous,PM25
0.14913499891089838,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,60,ConcentrationMax,ndvi,Forest coniferous,O3
0.15636999150262137,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,60,ConcentrationMax,ndvi,Savanna/grassland,NO2
0.13928206864392076,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,60,ConcentrationMax,ndvi,Savanna/grassland,PM10
0.1426116808849473,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,60,ConcentrationMax,ndvi,Savanna/grassland,PM25
0.1498456965530125,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,60,ConcentrationMax,ndvi,Savanna/grassland,O3
6.647710308057277,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,120,ConcentrationMean,treePerc,Forest mixed,NO2
6.674994022505405,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,120,ConcentrationMean,treePerc,Forest mixed,PM10
6.79074550489881,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,120,ConcentrationMean,treePerc,Forest mixed,PM25
6.851329188082064,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,120,ConcentrationMean,treePerc,Forest mixed,O3
4.983248643250649,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,120,ConcentrationMean,treePerc,Mediterranean forest/shrubland,NO2
4.319203372384257,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,120,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM10
4.573286668889171,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,120,ConcentrationMean,treePerc,Mediterranean forest/shrubland,PM25
4.610584255457869,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,120,ConcentrationMean,treePerc,Mediterranean forest/shrubland,O3
7.478963525735467,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,120,ConcentrationMean,treePerc,Forest coniferous,NO2
6.917531238030322,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,120,ConcentrationMean,treePerc,Forest coniferous,PM10
7.053703212286209,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,120,ConcentrationMean,treePerc,Forest coniferous,PM25
8.59008286987989,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,120,ConcentrationMean,treePerc,Forest coniferous,O3
5.1174435930995585,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,120,ConcentrationMean,treePerc,Savanna/grassland,NO2
6.066158026832672,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,120,ConcentrationMean,treePerc,Savanna/grassland,PM10
4.300178959383692,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,120,ConcentrationMean,treePerc,Savanna/grassland,PM25
6.336909574554978,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,120,ConcentrationMean,treePerc,Savanna/grassland,O3
0.13220043584542318,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,120,ConcentrationMean,ndvi,Forest mixed,NO2
0.12606052567150725,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,120,ConcentrationMean,ndvi,Forest mixed,PM10
0.13333378787383982,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,120,ConcentrationMean,ndvi,Forest mixed,PM25
0.12914785549820085,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,120,ConcentrationMean,ndvi,Forest mixed,O3
0.11634949189635631,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,120,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2
0.11776347245869932,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,120,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10
0.12686307262849641,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,120,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM25
0.11743105443453952,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,120,ConcentrationMean,ndvi,Mediterranean forest/shrubland,O3
0.14108997841138052,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,120,ConcentrationMean,ndvi,Forest coniferous,NO2
0.1384258872755923,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,120,ConcentrationMean,ndvi,Forest coniferous,PM10
0.1457883141266114,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,120,ConcentrationMean,ndvi,Forest coniferous,PM25
0.13788779652801453,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,120,ConcentrationMean,ndvi,Forest coniferous,O3
0.14158469294217635,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,120,ConcentrationMean,ndvi,Savanna/grassland,NO2
0.1354239573746525,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,120,ConcentrationMean,ndvi,Savanna/grassland,PM10
0.1345955061507285,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,120,ConcentrationMean,ndvi,Savanna/grassland,PM25
0.13614280716027388,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,120,ConcentrationMean,ndvi,Savanna/grassland,O3
6.647710308057277,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,120,ConcentrationMax,treePerc,Forest mixed,NO2
6.674994022505405,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,120,ConcentrationMax,treePerc,Forest mixed,PM10
6.79074550489881,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,120,ConcentrationMax,treePerc,Forest mixed,PM25
6.851329188082064,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,120,ConcentrationMax,treePerc,Forest mixed,O3
4.983248643250649,0.0015685653204872481,3294.1905341055754,0.497798434711179,1.0311153887776359,10.468993949801913,2.2541073472397883,6,120,ConcentrationMax,treePerc,Mediterranean forest/shrubland,NO2
4.319203372384257,6.705037824257837e-4,3927.618176272285,0.5084617560084175,1.0675769729039304,14.138310753805472,2.9043174200753503,6,120,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM10
4.573286668889171,4.8003249016153286e-4,4309.764040178751,0.5230179622839185,1.058956919773268,13.508000699722603,2.978289488666306,6,120,ConcentrationMax,treePerc,Mediterranean forest/shrubland,PM25
4.610584255457869,0.0013939101709226187,4407.977559252035,0.4987841652539064,0.9092255164585448,13.559889604717204,2.8413638274937094,6,120,ConcentrationMax,treePerc,Mediterranean forest/shrubland,O3
7.478963525735467,6.453433589802008e-4,6016.884627146041,0.37723199425908677,1.2878717300692022,4.608599973592013,3.278248122204734,6,120,ConcentrationMax,treePerc,Forest coniferous,NO2
6.917531238030322,4.1613948281729737e-4,6410.3983946506505,0.3954659062262029,1.320120007060724,6.050611532094645,3.2470821513873025,6,120,ConcentrationMax,treePerc,Forest coniferous,PM10
7.053703212286209,2.5007350543809856e-4,4327.204188601117,0.42173652439190296,1.3795567167978116,5.214415081981976,3.141355859168242,6,120,ConcentrationMax,treePerc,Forest coniferous,PM25
8.59008286987989,6.355016348656093e-4,6575.915068554176,0.397465206628237,1.2405719404173634,6.47783187708588,3.4756559153653384,6,120,ConcentrationMax,treePerc,Forest coniferous,O3
5.1174435930995585,0.0014774294845569798,3441.7396018937775,0.40863271013822955,1.1190460073640596,10.546811201992783,4.613113318293083,6,120,ConcentrationMax,treePerc,Savanna/grassland,NO2
6.066158026832672,2.900058523995649e-4,5734.36028051521,0.31412443725316963,1.1328779416364152,10.845406026620708,6.289373417681716,6,120,ConcentrationMax,treePerc,Savanna/grassland,PM10
4.300178959383692,1.7690914225887747e-4,4550.831625433496,0.2737813551559691,0.9804663337966156,8.550175184135213,4.879971458408557,6,120,ConcentrationMax,treePerc,Savanna/grassland,PM25
6.336909574554978,0.0017384949870691336,4018.9412718415583,0.46460264681843033,1.0348348620160257,10.004142791945977,4.649166002164121,6,120,ConcentrationMax,treePerc,Savanna/grassland,O3
0.13220043584542318,0.001480870684819308,2001.2858059563973,0.5108216435754356,0.7857068648309204,3.796382149136513,1.9794418242175806,6,120,ConcentrationMax,ndvi,Forest mixed,NO2
0.12606052567150725,4.964862007304337e-4,2059.2968326496557,0.47987078621938095,0.7725193387309243,3.5921687895687873,2.059507473731549,6,120,ConcentrationMax,ndvi,Forest mixed,PM10
0.13333378787383982,3.236687502478556e-4,1750.1074259147836,0.514468054700846,0.732309037704412,4.229213441114708,2.0335748646980667,6,120,ConcentrationMax,ndvi,Forest mixed,PM25
0.12914785549820085,0.0011941855189856311,2162.3374343015175,0.49608419689957084,0.8326902937340708,3.9882899202129534,2.191044626002891,6,120,ConcentrationMax,ndvi,Forest mixed,O3
