"site","site_name","latitude","longitude","elevation","country","country_iso_code","site_type","site_area","date_start","date_end","network","eu_code","eoi_code","observation_count","data_source"
"fr29424","SAINT ETIENNE SUD",45.42009,4.395422,552,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29424","FR29424",886868,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr29425","FIRMINY",45.387944,4.281678,467,"france","FR","background","urban",1999-01-01 00:00:00,2010-12-28 16:00:00,NA,NA,NA,367106,"airbase"
"fr29426","SAINT-CHAMOND",45.475327,4.515003,366,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29426","FR29426",831437,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr29427","VEAUCHE",45.559723,4.298625,389,"france","FR","industrial","suburban",1999-01-01 00:00:00,2006-12-31 23:00:00,NA,NA,NA,247166,"airbase"
"fr29428","ST ETIENNE ROND PT",45.422077,4.412831,580,"france","FR","traffic","urban",2001-01-01 00:00:00,2018-02-01 07:00:00,"NET-FR071A","STA-FR29428","FR29428",490772,"airbase; aqer:e1a; aqer:e1a:xml"
"fr29429","RIVE DE GIER",45.533424,4.623939,259,"france","FR","traffic","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29429","FR29429",592750,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr29432","LOIRE RURAL",45.512779,4.104447,588,"france","FR","background","rural",2007-06-01 00:00:00,2007-12-18 23:00:00,NA,NA,NA,9697,"airbase"
"fr29436","PILAT",45.338422,4.60175,795,"france","FR","background","rural",2008-05-22 00:00:00,2011-10-04 06:00:00,NA,NA,NA,17242,"airbase"
"fr29437","ST-Just_ST-Rambert",45.498361,4.246092,392,"france","FR","background",NA,2008-07-18 00:00:00,2010-12-27 17:00:00,NA,NA,NA,44493,"airbase"
"fr29439","LA TALAUDIERE",45.481777,4.429667,520,"france","FR","background","suburban",2010-01-20 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29439","FR29439",367642,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr29440","COL_OEILLON",45.38958,4.615817,1230,"france","FR","background","rural_regional",2013-01-01 00:00:00,2016-12-28 09:00:00,"NET-FR071A","STA-FR29440","FR29440",86820,"aqer:e1a; aqer:e1a:xml"
"fr29441","ST ETIENNE BD URBAIN",45.44798,4.388764,498,"france","FR","traffic","urban",2017-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR29441","FR29441",131756,"aqer:e1a; aqer:e2a"
"fr30016","Hotel Districal",48.685856,6.175111,210,"france","FR","traffic","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30016","FR30016",846743,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30017","Nancy-Brabois",48.654305,6.136664,360,"france","FR","background","suburban",1999-01-01 00:00:00,2009-07-03 06:00:00,NA,NA,NA,361499,"airbase"
"fr30018","Remiremont",48.024605,6.585836,380,"france","FR","background","urban",1999-01-01 00:00:00,2021-04-09 07:00:00,"NET-FR075A","STA-FR30018","FR30018",563503,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30019","Epinal",48.17278,6.452811,325,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30019","FR30019",1128230,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30020","Bar Le Duc",48.77586,5.162789,200,"france","FR","background","urban",1999-01-01 00:00:00,2021-03-17 08:00:00,"NET-FR075A","STA-FR30020","FR30020",973363,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30021","Fléville",48.621502,6.194922,250,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 15:00:00,"NET-FR075A","STA-FR30021","FR30021",645278,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30022","Gerardmer",48.072002,6.873001,660,"france","FR","background","urban",1999-01-01 00:00:00,2015-05-13 16:00:00,"NET-FR075A","STA-FR30022","FR30022",392870,"airbase; aqer:e1a; aqer:e1a:xml"
"fr30023","St-Nicolas",48.63334,6.304828,210,"france","FR","industrial","rural_nearcity",1999-01-01 00:00:00,2020-03-26 11:00:00,"NET-FR075A","STA-FR30023","FR30023",640836,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30024","Tomblaine",48.6883829994677,6.221456,217,"france","FR","background","suburban",1999-01-01 00:00:00,2013-07-02 09:00:00,"NET-FR075A","STA-FR30024","FR30024",384046,"airbase; aqer:e1a:xml"
"fr30026","Luneville",48.584824,6.4839,230,"france","FR","traffic","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30026","FR30026",857114,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30027","Frolois",48.565445,6.129578,285,"france","FR","industrial","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30027","FR30027",252747,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30028","Schlucht",48.051117,7.011114,1200,"france","FR","background","rural_nearcity",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30028","FR30028",772294,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30029","Vittel",48.19361,5.937222,350,"france","FR","background","suburban",1999-01-01 00:00:00,2021-01-19 12:00:00,"NET-FR075A","STA-FR30029","FR30029",271700,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30030","Neuves-Maisons",48.614914,6.107672,230,"france","FR","industrial","urban",2000-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30030","FR30030",267211,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30031","Nancy-Poincare",48.693058,6.168069,200,"france","FR","background","suburban",1999-01-01 00:00:00,2004-06-15 06:00:00,NA,NA,NA,274775,"airbase"
"fr30032","Heming",48.694725,6.965275,280,"france","FR","industrial","rural_nearcity",2001-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30032","FR30032",525135,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30033","Jonville en Woevre",49.06583,5.785556,213,"france","FR","background","rural_regional",2001-01-01 00:00:00,2022-06-13 15:00:00,"NET-FR075A","STA-FR30033","FR30033",921841,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30034","Nancy-Charles III",48.68817,6.190431,200,"france","FR","background","urban",2004-07-30 00:00:00,2022-06-13 15:00:00,"NET-FR075A","STA-FR30034","FR30034",847990,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30036","Nancy-Libération",48.69708,6.154194,277,"france","FR","traffic","urban",2009-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30036","FR30036",386958,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30037","Nancy-Brabois 2",48.656944,6.136022,360,"france","FR","background","suburban",2010-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR075A","STA-FR30037","FR30037",358540,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr30038","Plateau meusien",48.54929,5.460692,386,"france","FR","background","rural_regional",NA,NA,"NET-FR075A","STA-FR30038","FR30038",NA,"aqer:e1a; aqer:e2a"
"fr31001","GRAND PARC",44.86139,-0.579444,3,"france","FR","background","urban",1999-03-24 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31001","FR31001",790981,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31002","TALENCE",44.800556,-0.588056,20,"france","FR","background","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31002","FR31002",806836,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31003","BORDEAUX-BASTIDE",44.849724,-0.543889,3,"france","FR","traffic","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31003","FR31003",554612,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31004","FLOIRAC",44.835556,-0.525,65,"france","FR","background","urban",1999-03-01 00:00:00,2010-01-07 15:00:00,NA,NA,NA,360449,"airbase"
"fr31005","BORDEAUX-GAMBETTA",44.84139,-0.579722,15,"france","FR","traffic","urban",1999-03-01 00:00:00,2018-01-23 06:00:00,"NET-FR058A","STA-FR31005","FR31005",407040,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31006","MERIGNAC",44.84139,-0.65,36,"france","FR","traffic","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31006","FR31006",533391,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31007","BASSENS",44.900276,-0.514722,36,"france","FR","industrial","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31007","FR31007",920027,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31008","LE TEMPLE",44.865555,-0.939444,43,"france","FR","background","rural_regional",1999-03-24 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31008","FR31008",616332,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31009","LUDON MEDOC",44.981667,-0.600561,5,"france","FR","industrial","suburban",1999-03-01 00:00:00,2003-07-04 06:00:00,NA,NA,NA,38476,"airbase"
"fr31010","AMBES",45.012222,-0.528333,3,"france","FR","industrial","suburban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31010","FR31010",450369,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31011","SAINT-GERVAIS",45.016666,-0.463611,42,"france","FR","industrial","suburban",1999-03-01 00:00:00,2009-02-10 06:00:00,NA,NA,NA,69965,"airbase"
"fr31012","SAINT-TROJAN",45.087776,-0.580289,83,"france","FR","industrial","suburban",1999-03-01 00:00:00,2003-06-19 09:00:00,NA,NA,NA,21102,"airbase"
"fr31013","BILLERE",43.310833,-0.391111,197,"france","FR","background","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31013","FR31013",920653,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31014","HAMEAU",43.307777,-0.322778,227,"france","FR","background","urban",1999-03-01 00:00:00,2019-01-20 23:00:00,"NET-FR058A","STA-FR31014","FR31014",684101,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31015","SAMONZET",43.298611,-0.366944,220,"france","FR","traffic","urban",1999-03-01 00:00:00,2011-03-17 14:00:00,NA,NA,NA,332712,"airbase"
"fr31016","SAINT-CROUTS",43.47972,-1.488056,35,"france","FR","background","urban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31016","FR31016",827973,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31017","ANGLET",43.49403,-1.528765,40,"france","FR","traffic","urban",1999-03-24 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31017","FR31017",612524,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31018","BIARRITZ",43.461389,-1.5525,65,"france","FR","background","urban",1999-03-01 00:00:00,2010-12-20 13:00:00,NA,NA,NA,393345,"airbase"
"fr31019","ABOS",43.359721999464,-0.566944,119,"france","FR","industrial","rural",1999-03-01 00:00:00,2013-12-31 23:00:00,"NET-FR058A","STA-FR31019","FR31019",265437,"airbase; aqer:e1a:xml"
"fr31020","LACQ",43.410557,-0.616944,107,"france","FR","industrial","rural_nearcity",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31020","FR31020",323836,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31021","LABASTIDE CEZERACQ",43.376274,-0.538192,123,"france","FR","industrial","rural_nearcity",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31021","FR31021",890123,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31022","LAGOR",43.40972,-0.671667,202,"france","FR","industrial","rural_nearcity",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31022","FR31022",177306,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31023","MASLACQ",43.434166,-0.691944,76,"france","FR","industrial","rural_nearcity",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31023","FR31023",175257,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31024","MOURENX",43.376945,-0.609444,106,"france","FR","industrial","rural_nearcity",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31024","FR31024",464144,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31025","TARTAS Pompage",43.836945,-0.805839,10,"france","FR","industrial","suburban",1999-03-01 00:00:00,2001-12-31 23:00:00,NA,NA,NA,9586,"airbase"
"fr31026","TARTAS Pelletrin",43.838333,-0.810833,22,"france","FR","industrial","suburban",1999-03-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31026","FR31026",269430,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31027","IRATY",43.03361,-1.035278,1400,"france","FR","background","rural_regional",1999-03-25 00:00:00,2016-11-07 11:00:00,"NET-FR058A","STA-FR31027","FR31027",236285,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31030","LEOGNAN",44.7225,-0.576111,49,"france","FR","background","suburban",2002-04-08 00:00:00,2019-01-30 23:00:00,"NET-FR058A","STA-FR31030","FR31030",222245,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31031","SAINT-SULPICE",44.913055,-0.384444,16,"france","FR","background","suburban",2002-04-25 00:00:00,2019-01-16 10:00:00,"NET-FR058A","STA-FR31031","FR31031",219761,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31032","AGEN",44.192223,0.623889,50,"france","FR","background","urban",2002-08-03 00:00:00,2018-12-27 09:00:00,"NET-FR058A","STA-FR31032","FR31032",477340,"airbase; aqer:e1a; aqer:e1a:xml"
"fr31033","PERIGUEUX",45.18972,0.727222,142,"france","FR","background","urban",2002-04-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31033","FR31033",633562,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31034","AMBES 2",45.012222,-0.529722,3,"france","FR","background","suburban",2003-01-09 00:00:00,2020-03-23 06:00:00,"NET-FR058A","STA-FR31034","FR31034",204219,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31035","ARCACHON",44.660556,-1.170556,7,"france","FR","background","urban",2005-10-09 00:00:00,2011-12-31 23:00:00,NA,NA,NA,146143,"airbase"
"fr31036","DAX",43.704723,-1.038611,14,"france","FR","background","urban",2004-03-16 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31036","FR31036",620319,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31039","PAU TOURASSE",43.31109,-0.352119,218,"france","FR","traffic","urban",2011-03-17 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31039","FR31039",270511,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31040","MARMANDE",44.508656,0.142503,17,"france","FR","traffic","suburban",2013-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31040","FR31040",303559,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31041","MONT DE MARSAN",43.8961,-0.491403,46,"france","FR","traffic","urban",2013-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31041","FR31041",311084,"aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr31043","Biarritz-hippodrome",43.47024,-1.553843,70,"france","FR","background","suburban",2015-12-17 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31043","FR31043",265580,"aqer:e1a; aqer:e2a"
"fr31045","Bordeaux_GAUTIER",44.83383,-0.59853,15,"france","FR","traffic","urban",2018-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR058A","STA-FR31045","FR31045",139195,"aqer:e1a; aqer:e2a"
"fr32001","Chalon Centre Ville",46.78231,4.847322,177,"france","FR","traffic","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR32001","FR32001",877810,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr32002","Champforgueil",46.821056,4.835083,187,"france","FR","background","suburban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR32002","FR32002",926863,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr32003","Hilaire Chardonnet",46.803333,4.865292,182,"france","FR","background","suburban",1999-01-01 00:00:00,2007-04-30 06:00:00,NA,NA,NA,406904,"airbase"
"fr32004","Macon Champlevert",46.299335,4.812278,229,"france","FR","background","suburban",1999-02-01 00:00:00,2009-01-09 18:00:00,NA,NA,NA,360964,"airbase"
"fr32005","Montceau-les-Mines",46.678783,4.366893,281,"france","FR","background","urban",1999-05-01 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR32005","FR32005",917618,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr32006","Macon Paul Bert",46.316174,4.839994,172,"france","FR","background","suburban",2000-03-31 00:00:00,2022-06-13 16:00:00,"NET-FR076A","STA-FR32006","FR32006",805135,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr32007","Le Creusot Molette",46.802376,4.417486,374,"france","FR","background","urban",2001-05-11 00:00:00,2021-12-31 23:00:00,"NET-FR076A","STA-FR32007","FR32007",685497,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr32008","Baron",46.491081,4.274723,364,"france","FR","background","rural",2003-05-16 00:00:00,2009-01-29 18:00:00,NA,NA,NA,98769,"airbase"
"fr32014","Chalon St Marie",46.797363,4.853842,187,"france","FR","background","urban",2007-05-11 00:00:00,2018-07-18 11:00:00,"NET-FR076A","STA-FR32014","FR32014",269472,"airbase; aqer:e1a; aqer:e1a:xml"
"fr33101","PASTEUR",45.56472,5.928333,280,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33101","FR33101",786769,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33102","CHAMBERY LE HAUT",45.59667,5.918611,383,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33102","FR33102",647702,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33103","BARBY",45.57111,5.978889,317,"france","FR","background","suburban",1999-01-01 00:00:00,2010-07-06 14:00:00,NA,NA,NA,205039,"airbase"
"fr33105","Chambéry Trafic",45.56943,5.932986,277,"france","FR","traffic","urban",2015-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33105","FR33105",158829,"aqer:e1a; aqer:e2a"
"fr33111","SAINT JEAN",45.274723,6.349722,555,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33111","FR33111",857546,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33112","St Julien Montdenis",45.249167,6.412222,653,"france","FR","traffic","urban",2006-03-20 00:00:00,2011-12-31 23:00:00,NA,NA,NA,105234,"airbase"
"fr33113","Maurienne Trafic",45.209366,6.480326,742,"france","FR","traffic","suburban",2019-01-04 14:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33113","FR33113",78396,"aqer:e1a; aqer:e2a"
"fr33114","St Julien trafic",45.25199,6.397194,614,"france","FR","industrial","suburban",2011-11-10 00:00:00,2017-12-31 23:00:00,"NET-FR071A","STA-FR33114","FR33114",149465,"airbase; aqer:e1a; aqer:e1a:xml"
"fr33120","CHAMONIX",45.9225,6.87,1038,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33120","FR33120",773177,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33121","Albertville",45.675,6.389722,352,"france","FR","background","urban",1999-11-08 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33121","FR33121",696422,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33122","La Léchère",45.53583,6.471111,423,"france","FR","industrial","rural_nearcity",2011-01-01 00:00:00,2022-06-13 15:00:00,"NET-FR071A","STA-FR33122","FR33122",88093,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33201","LOVERCHY",45.89528,6.118333,453,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33201","FR33201",792014,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33202","NOVEL",45.916943,6.135556,461,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33202","FR33202",678259,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33203","ANNECY Rocade",45.9097,6.11825,452,"france","FR","traffic","urban",2015-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33203","FR33203",155995,"aqer:e1a; aqer:e2a"
"fr33211","ANNEMASSE",46.19583,6.240556,441,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33211","FR33211",746361,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33212","GAILLARD",46.19369,6.214858,426,"france","FR","background","urban",1999-01-01 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33212","FR33212",651787,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33213","ANNEMASSE TRAFIC",46.19081,6.235536,432,"france","FR","traffic","urban",2017-01-01 00:00:00,2020-12-23 09:00:00,"NET-FR071A","STA-FR33213","FR33213",89530,"aqer:e1a; aqer:e2a"
"fr33220","PASSY",45.92361,6.713611,588,"france","FR","background","suburban",2006-07-06 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33220","FR33220",541097,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33232","BOSSONS",45.907223,6.845833,1044,"france","FR","traffic","urban",2006-03-20 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33232","FR33232",283585,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33233","Aiguille du Midi",45.878614,6.887319,3842,"france","FR","background","rural",2011-01-01 00:00:00,2011-12-31 23:00:00,NA,NA,NA,17376,"airbase"
"fr33235","SALLANCHES",45.9353183987995,6.63534296407896,547,"france","FR","background","urban",NA,NA,"NET-FR071A","STA-FR33235","FR33235",NA,"aqer:e1a"
"fr33260","THONON les Bains",46.374443,6.484722,425,"france","FR","background","urban",2004-02-24 00:00:00,2015-01-07 09:00:00,"NET-FR071A","STA-FR33260","FR33260",260592,"airbase; aqer:e1a; aqer:e1a:xml"
"fr33301","Bourg en Bresse",46.212217,5.224747,223,"france","FR","background","urban",2004-02-24 00:00:00,2009-03-11 13:00:00,NA,NA,NA,151638,"airbase"
"fr33302","St Germain/Rhône",46.072224,5.820833,477,"france","FR","background","rural_nearcity",2006-03-20 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33302","FR33302",565187,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
"fr33303","Ferney-Voltaire",46.255833,6.1125,417,"france","FR","background","urban",2004-02-24 00:00:00,2011-12-31 23:00:00,NA,NA,NA,245587,"airbase"
"fr33305","Bourg-en-Bresse",46.211666,5.226389,220,"france","FR","background","urban",2009-02-24 00:00:00,2022-06-13 16:00:00,"NET-FR071A","STA-FR33305","FR33305",426368,"airbase; aqer:e1a; aqer:e2a; aqer:e1a:xml"
